Company ID,Client Status,Deposits (Co or Firm),Investment Balances (Co or Firm),Loans (Co or Firm),Credit Lines *,MD Name,State,Client Tier,Business Group,Most recent Call Report,,
c222,Former Client,0,0,0,,Jeff,MN,Bronze,Life Science and Healthcare,,,
c226,Client,5562,7184,0,5700,Kate,MA,Gold,Life Science and Healthcare,10/1/20,,
c226,Former Client,0,0,0,,Jeff,MI,Bronze,Life Science and Healthcare,8/19/17,,
c229,Former Client,0,0,0,,Kate,MA,,Life Science and Healthcare,,,
c232,Non-Client,,,,,,NJ,,Life Science and Healthcare,,,
c233,Non-Client,,,,,,CA,,Life Science and Healthcare,,,
C235,Non-Client,,,,,,IL,,Life Science and Healthcare,,,
c244,Former Client,0,0,0,,Betty,CA,Silver,Life Science and Healthcare,,,
c245,Non-Client,,,,,Laura,PA,,Life Science and Healthcare,,,
c246,Non-Client,,,,,Betty,CA,,Life Science and Healthcare,11/12/19,,
c246,Non-Client,,,,,Laura,NC,,Life Science and Healthcare,6/25/18,,
c246,Former Client,0,0,0,,Dominic,CA,Silver,Life Science and Healthcare,,,
c248,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,7/19/20,,
c249,Non-Client,,,,,Jeff,OH,,Life Science and Healthcare,,,
c250,Former Client,0,0,0,,Laura,MD,Bronze,Life Science and Healthcare,,,
c250,Former Client,0,0,0,,Laura,PA,Silver,Life Science and Healthcare,,,
c250,Non-Client,,,,,Joe,MN,Gold,Life Science and Healthcare,,,
C251,Client,4818,0,0,2500,Betty,WA,Bronze,Life Science and Healthcare,8/12/20,,
c254,Former Client,0,0,0,,Dominic,CA,Silver,Life Science and Healthcare,,,
c254,Non-Client,,,,,,CA,,Life Science and Healthcare,,,
c255,Non-Client,,,,,,MI,,Life Science and Healthcare,,,
c255,Non-Client,,,,,,TX,,Life Science and Healthcare,,,
c256,Non-Client,,,,,,MN,,Life Science and Healthcare,,,
c256,Non-Client,,,,,Laura,PA,,Life Science and Healthcare,,,
c260,Client,3188,3839,0,2202,Kate,MA,Bronze,Life Science and Healthcare,4/13/20,,
c266,Former Client,0,0,0,,Jeff,KS,Silver,Life Science and Healthcare,,,
c270,Former Client,0,0,0,,Dominic,CA,Silver,Life Science and Healthcare,,,
c272,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,,,
c273,Former Client,0,0,0,2500,Chris,CA,Silver,Life Science and Healthcare,,,
c275,Client,3866,0,0,,Chris,CA,Bronze,Life Science and Healthcare,8/12/20,,
c275,Former Client,0,0,0,,Dominic,CA,Silver,Life Science and Healthcare,,,
C275,Non-Client,,,,,Jeff,MN,,Life Science and Healthcare,,,
c276,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,8/12/19,,
c276,Non-Client,,,,,,CA,,Life Science and Healthcare,,,
c277,Former Client,0,0,0,,Laura,NC,,Life Science and Healthcare,,,
C282,Client,0,9487,5100,7100,Jeff,IN,Gold,Life Science and Healthcare,10/18/20,,
c282,Client,1341,0,0,2000,Betty,WA,Bronze,Life Science and Healthcare,10/13/20,,
c283,Client,3000,2984,0,5000,Betty,CA,Bronze,Life Science and Healthcare,8/12/20,,
c283,Former Client,0,0,0,,Kate,MA,Iron,Life Science and Healthcare,4/1/18,,
c283,Non-Client,,,,,Dominic,TX,,Life Science and Healthcare,,,
c284,Client,6530,6891,1530,1530,Kate,MA,Gold,Life Science and Healthcare,7/21/20,,
c284,Former Client,0,0,0,,Chris,CA,,Life Science and Healthcare,,,
c285,Client,1121,0,0,6000,Dominic,CA,Bronze,Life Science and Healthcare,8/12/20,,
c285,Client,1145,0,0,7040,Kevin,MA,Silver,Life Science and Healthcare,7/18/20,,
c285,Former Client,0,0,0,,Dominic,CA,,Life Science and Healthcare,11/2/16,,
C286,Non-Client,,,,,Jeff,MN,,Life Science and Healthcare,,,
C286,Non-Client,,,,,Jeff,MN,,Life Science and Healthcare,,,
c286,Former Client,0,0,0,3500,Laura,PA,Silver,Life Science and Healthcare,,,
c287,Non-Client,,,,,Dominic,UT,,Life Science and Healthcare,,,
c290,Non-Client,,,,,Laura,PA,,Life Science and Healthcare,,,
c291,Former Client,0,0,0,,Dominic,CA,Bronze,Life Science and Healthcare,11/2/15,,
C291,Former Client,0,0,0,,Kate,IL,Silver,Life Science and Healthcare,,,
c292,Client,4785,0,0,2600,Kevin,NY,Silver,Life Science and Healthcare,5/20/20,,
c292,Former Client,0,0,0,,Dominic,CA,Gold,Life Science and Healthcare,,,
c292,Non-Client,,,,,Dominic,UT,,Life Science and Healthcare,,,
c293,Client,1000,4017,0,2000,Betty,CA,Bronze,Life Science and Healthcare,8/12/20,,
c293,Non-Client,,,,,Betty,CA,,Life Science and Healthcare,2/13/17,,
c295,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,7/24/17,,
c295,Non-Client,,,,,Betty,WA,,Life Science and Healthcare,1/17/17,,
c295,Non-Client,,,,,Chris,CA,,Life Science and Healthcare,,,
c296,Client,3690,0,0,1000,Kate,MA,Bronze,Life Science and Healthcare,8/12/20,,
c299,Former Client,0,0,0,,Kate,MA,,Life Science and Healthcare,,,
c300,Non-Client,,,,,,MI,,Life Science and Healthcare,,,
c301,Non-Client,,,,,Laura,PA,,Life Science and Healthcare,,,
c301,Former Client,0,0,0,,Betty,CA,Bronze,Life Science and Healthcare,,,
c302,Non-Client,,,,,,NJ,,Life Science and Healthcare,,,
c304,Client,2191,1879,0,2500,Dominic,CA,Silver,Life Science and Healthcare,7/15/20,,
c305,Non-Client,,,,,,TN,,Life Science and Healthcare,,,
c306,Client,1730,0,8730,1073,Chris,CA,Bronze,Life Science and Healthcare,8/12/20,,
c307,Client,3085,5014,0,6000,Dominic,CA,Bronze,Life Science and Healthcare,5/26/20,,
c308,Former Client,0,0,0,,Laura,PA,Bronze,Life Science and Healthcare,,,
c310,Non-Client,,,,,,TX,,Life Science and Healthcare,,,
c310,Non-Client,,,,,,CO,,Life Science and Healthcare,,,
C311,Client,1288,2286,0,2000,Kate,MA,Silver,Life Science and Healthcare,9/23/20,,
c311,Former Client,0,0,0,,Betty,WA,Bronze,Life Science and Healthcare,,,
c313,Client,2500,9386,0,1300,Kevin,MA,Silver,Life Science and Healthcare,5/14/20,,
c315,Former Client,0,0,0,,Dominic,CA,Silver,Life Science and Healthcare,2/21/17,,
c316,Non-Client,,,,,,CA,,Life Science and Healthcare,,,
c317,Client,1570,5712,0,7216,Chris,CA,Silver,Life Science and Healthcare,8/26/20,,
c317,Non-Client,,,,,Chris,WA,,Life Science and Healthcare,,,
c319,Client,1100,1567,0,2000,Chris,CA,Silver,Life Science and Healthcare,10/8/20,,
C321,Former Client,0,0,0,,Paul,MN,Bronze,Life Science and Healthcare,2/26/18,,
c323,Client,1835,0,0,,Betty,,Bronze,Life Science and Healthcare,8/12/20,,
C325,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,,,
c327,Client,4934,0,0,2000,Dominic,CA,Bronze,Life Science and Healthcare,8/12/20,,
c327,Non-Client,,,,,Jeff,SD,,Life Science and Healthcare,,,
c328,Non-Client,,,,,Jeff,MN,,Life Science and Healthcare,,,
c329,Client,3471,0,0,,Chris,CA,Bronze,Life Science and Healthcare,8/12/20,,
c330,Former Client,0,0,0,,Kate,NY,Bronze,Life Science and Healthcare,4/30/17,,
C331,Non-Client,,,,,Joe,VA,Bronze,Life Science and Healthcare,,,
c331,Non-Client,,,,,Laura,PA,,Life Science and Healthcare,,,
c331,Non-Client,,,,,Kate,MA,,Life Science and Healthcare,,,
C332,Non-Client,,,,,Kate,MA,,Life Science and Healthcare,,,
c334,Former Client,0,0,0,0,Kate,MA,Iron,Life Science and Healthcare,7/24/18,,
c337,Non-Client,,,,,Kate,NY,,Life Science and Healthcare,,,
c345,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,,,
c346,Former Client,0,0,0,,Chris,CA,Bronze,Life Science and Healthcare,10/10/16,,
c349,Non-Client,,,,,Jeff,MN,,Life Science and Healthcare,,,
c350,Former Client,0,0,0,1500,Chris,CA,Bronze,Life Science and Healthcare,5/25/20,,
c351,Client,1814,0,0,3000,Betty,CA,Silver,Life Science and Healthcare,11/9/20,,
c351,Client,1391,4713,0,1500,Dominic,AZ,Silver,Life Science and Healthcare,9/12/20,,
c352,Client,3334,0,6994,1325,Laura,PA,Gold,Life Science and Healthcare,10/24/20,,
c361,Client,0,4266,0,,Jeff,CA,Bronze,Life Science and Healthcare,8/9/20,,
C361,Former Client,0,0,0,,Dominic,TX,Bronze,Life Science and Healthcare,,,
C363,Client,3678,1284,5678,6328,Kevin,NY,Gold,Life Science and Healthcare,8/24/20,,
c363,Former Client,0,0,0,,Chris,WA,Bronze,Life Science and Healthcare,,,
c364,Non-Client,,,,,Kate,MA,,Life Science and Healthcare,,,
c366,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,3/20/14,,
c366,Former Client,0,0,0,,Laura,CA,,Life Science and Healthcare,,,
c367,Non-Client,,,,,Chris,CA,,Life Science and Healthcare,,,
c369,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,3/19/20,,
c372,Client,1710,5148,0,1600,Kate,MA,Silver,Life Science and Healthcare,10/26/20,,
c372,Client,4838,1896,9166,7750,Chris,CA,Gold,Life Science and Healthcare,10/7/20,,
c372,Former Client,0,0,0,,Kate,MA,Bronze,Life Science and Healthcare,2/1/16,,
C373,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,,,
C375,Client,1173,0,0,5250,Jesse,NH,Gold,Sponsor Finance - Life Sci,,,
c377,Non-Client,,,,,Betty,CA,,Life Science and Healthcare,7/20/20,,
c377,Former Client,0,0,0,,Dominic,AZ,,Life Science and Healthcare,1/19/16,,
c379,Former Client,0,0,0,,Dominic,CA,Bronze,Life Science and Healthcare,,,
c383,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,10/29/20,,
c385,Client,8145,6955,0,1200,Betty,CA,Gold,Life Science and Healthcare,11/8/20,,
c385,Client,5014,0,0,5000,Laura,WA,Gold,Life Science and Healthcare,9/22/20,,
c385,Former Client,0,0,0,,Jeff,CO,Bronze,Life Science and Healthcare,3/6/17,,
c385,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,12/22/14,,
C386,Non-Client,,,,,Vera,MA,,Life Science and Healthcare,,,
C391,Client,6230,0,0,2500,Dominic,TX,Silver,Life Science and Healthcare,3/16/20,,
c391,Non-Client,,,,,Chris,CA,,Life Science and Healthcare,,,
c391,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,,,
c393,Client,1153,0,0,3000,Jeff,WI,Bronze,Life Science and Healthcare,8/9/20,,
C399,Client,2717,0,0,2500,Betty,CA,Bronze,Life Science and Healthcare,8/12/20,,
c404,Client,3111,0,2470,3470,Betty,CA,Bronze,Life Science and Healthcare,8/12/20,,
c404,Non-Client,,,,,Vera,MA,,Life Science and Healthcare,,,
c405,Client,2867,0,0,,Dominic,CA,Bronze,Life Science and Healthcare,8/12/20,,
c406,Former Client,0,0,0,,Laura,GA,Iron,Life Science and Healthcare,2/19/18,,
c406,Former Client,0,0,0,,Dominic,TX,Silver,Life Science and Healthcare,11/2/15,,
c407,Client,2466,0,0,3000,Laura,MD,Silver,Life Science and Healthcare,10/19/20,,
c408,Client,5738,0,0,,Laura,TN,Bronze,Life Science and Healthcare,6/25/20,,
c408,Non-Client,,,,,Dominic,TX,,Life Science and Healthcare,,,
c409,Client,1034,0,2797,3075,Betty,CA,Gold,Life Science and Healthcare,11/5/20,,
c409,Non-Client,,,,,Laura,VA,,Life Science and Healthcare,12/25/19,,
c412,Non-Client,,,,,Kevin,NY,,Life Science and Healthcare,,,
c414,Non-Client,,,,,Jeff,OH,,Life Science and Healthcare,,,
c416,Former Client,0,0,0,,Kevin,MA,Bronze,Life Science and Healthcare,5/19/19,,
C418,Non-Client,,,,,Joe,LA,,Life Science and Healthcare,,,
c418,Non-Client,,,,,Vera,CA,,Life Science and Healthcare,,,
c420,Client,2018,8472,0,8000,Betty,CA,Gold,Life Science and Healthcare,11/3/20,,
c420,Client,1182,0,0,2634,Betty,TX,Bronze,Life Science and Healthcare,10/20/20,,
C420,Non-Client,,,,,Betty,CA,,Life Science and Healthcare,9/3/20,,
C421,Former Client,0,0,0,,Laura,GA,Iron,Life Science and Healthcare,2/19/18,,
c429,Client,5000,9940,0,1125,Betty,MO,Silver,Life Science and Healthcare,11/4/20,,
c429,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,,,
c429,Non-Client,,,,,Jeff,,,Life Science and Healthcare,,,
c433,Client,2043,0,1726,2200,Kevin,NY,Gold,Life Science and Healthcare,11/27/20,,
c434,Former Client,0,0,0,,Laura,MD,Iron,Life Science and Healthcare,4/1/18,,
c434,Non-Client,,,,,Kevin,MA,,Life Science and Healthcare,1/15/18,,
c435,Non-Client,,,,,,CA,,Life Science and Healthcare,,,
c436,Client,1614,0,0,1400,Kevin,MA,Bronze,Life Science and Healthcare,8/12/20,,
c439,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,6/19/16,,
c440,Client,2048,0,3415,3915,Betty,WA,Silver,Life Science and Healthcare,7/19/20,,
c441,Client,2500,6666,0,5000,Betty,CA,Gold,Life Science and Healthcare,10/18/20,,
c442,Non-Client,,,,,Kate,NJ,,Life Science and Healthcare,5/1/17,,
c443,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,6/6/17,,
c443,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,,,
c449,Client,0,1505,3280,5763,Kevin,MA,Gold,Life Science and Healthcare,8/12/20,,
c449,Client,5217,0,0,4000,Dominic,CA,Bronze,Life Science and Healthcare,8/12/20,,
c450,Client,3000,9127,1659,1959,Laura,NC,Silver,Life Science and Healthcare,9/29/20,,
c450,Non-Client,,,,,Kevin,,,Life Science and Healthcare,4/15/20,,
c453,Non-Client,,,,,Kevin,CT,,Life Science and Healthcare,,,
c460,Client,8700,0,0,,Betty,WA,Bronze,Life Science and Healthcare,8/12/20,,
c462,Client,1538,0,0,,Dominic,CA,Silver,Life Science and Healthcare,11/4/20,,
c462,Client,1611,0,2875,5100,Betty,CA,Gold,Life Science and Healthcare,11/3/20,,
c462,Non-Client,0,0,0,,Dominic,UT,Gold,Life Science and Healthcare,2/9/20,,
c470,Client,1500,6184,0,1025,Chris,CA,Gold,Life Science and Healthcare,9/7/20,,
c476,Non-Client,,,,,Betty,CA,,Life Science and Healthcare,,,
c478,Non-Client,,,,,,TN,,Life Science and Healthcare,,,
c482,Former Client,0,0,0,,Chris,CA,Iron,Life Science and Healthcare,8/8/19,,
c482,Non-Client,,,,,,CA,,Life Science and Healthcare,,,
c486,Client,1000,7050,5000,7600,Laura,GA,Silver,Life Science and Healthcare,10/13/20,,
c492,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,9/1/19,,
c492,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,,,
c492,Non-Client,,,,,Dominic,TX,,Life Science and Healthcare,,,
C494,Client,2397,0,0,,Kevin,MA,Silver,Life Science and Healthcare,8/12/20,,
C495,Non-Client,,,,,Laura,SC,,Life Science and Healthcare,,,
C495,Non-Client,,,,,Jeff,OH,,Life Science and Healthcare,,,
c495,Non-Client,,,,,Kevin,NJ,,Life Science and Healthcare,,,
c495,Non-Client,,,,,Kate,NJ,,Life Science and Healthcare,,,
c495,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,,,
c495,Non-Client,,,,,Jeff,ID,,Life Science and Healthcare,,,
C495,Non-Client,,,,,Jeff,MN,,Life Science and Healthcare,,,
c495,Non-Client,,,,,Laura,KY,,Life Science and Healthcare,,,
C496,Client,4256,2000,0,6000,Betty,CA,Silver,Life Science and Healthcare,11/24/20,,
C497,Former Client,0,0,0,,Laura,PA,,Life Science and Healthcare,,,
c497,Non-Client,,,,,Jeff,FL,,Life Science and Healthcare,,,
C505,Client,1560,9614,0,1700,Betty,CA,Silver,Life Science and Healthcare,10/4/20,,
c515,Client,2179,0,0,5000,Chris,CA,Silver,Life Science and Healthcare,7/2/20,,
c516,Non-Client,,,,,Vera,CA,,Life Science and Healthcare,3/17/20,,
c516,Non-Client,,,,,Vera,,,Life Science and Healthcare,,,
c516,Non-Client,,,,,Vera,NY,,Life Science and Healthcare,,,
c516,Non-Client,,,,,Vera,,,Life Science and Healthcare,,,
c516,Non-Client,,,,,Vera,MD,,Life Science and Healthcare,,,
C516,Non-Client,,,,,Laura,VA,,Life Science and Healthcare,,,
c516,Non-Client,,,,,Vera,,,Life Science and Healthcare,,,
c516,Non-Client,,,,,Kevin,NY,,Life Science and Healthcare,,,
c516,Non-Client,,,,,,FL,,Life Science and Healthcare,,,
c516,Non-Client,,,,,Vera,CA,,Life Science and Healthcare,,,
c516,Non-Client,,,,,Vera,,,Life Science and Healthcare,,,
c516,Non-Client,,,,,Vera,NY,,Life Science and Healthcare,,,
c516,Non-Client,,,,,Vera,CA,,Life Science and Healthcare,,,
C517,Non-Client,,,,,Vera,,,Life Science and Healthcare,,,
c517,Non-Client,,,,,Vera,MA,,Life Science and Healthcare,,,
c517,Non-Client,,,,,Vera,NY,,Life Science and Healthcare,,,
c517,Non-Client,,,,,Vera,NY,,Life Science and Healthcare,,,
c517,Non-Client,,,,,Chris,CA,,Life Science and Healthcare,,,
c517,Non-Client,,,,,Vera,MA,,Life Science and Healthcare,,,
C517,Non-Client,,,,,Vera,MA,,Life Science and Healthcare,,,
c517,Non-Client,,,,,Vera,MA,,Life Science and Healthcare,,,
C517,Non-Client,,,,,Vera,NY,,Life Science and Healthcare,,,
c517,Non-Client,,,,,Vera,CA,,Life Science and Healthcare,,,
c517,Non-Client,,,,,Vera,NY,,Life Science and Healthcare,,,
c517,Non-Client,,,,,Vera,NY,,Life Science and Healthcare,,,
c517,Non-Client,,,,,Vera,NY,,Life Science and Healthcare,,,
c517,Non-Client,,,,,Chris,CA,,Life Science and Healthcare,,,
c517,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,,,
c524,Client,4049,3400,0,2500,Kate,MA,Silver,Life Science and Healthcare,11/27/20,,
c524,Non-Client,,,,,Dominic,CA,Bronze,Life Science and Healthcare,,,
c527,Client,1223,0,0,,Dominic,CA,Bronze,Life Science and Healthcare,8/12/20,,
c530,Client,2848,0,2170,2170,Paul,MN,Bronze,Life Science and Healthcare,8/9/20,,
c538,Non-Client,,,,,Kate,PA,,Life Science and Healthcare,,,
c539,Former Client,0,0,0,0,,FL,Gold,Sponsor Finance - Life Sci,,,
c543,Non-Client,,,,,Betty,,,Life Science and Healthcare,,,
c546,Client,2657,0,0,,Dominic,CA,Bronze,Life Science and Healthcare,8/12/20,,
C546,Non-Client,,,,,Vera,CA,Bronze,Life Science and Healthcare,12/10/18,,
c559,Former Client,0,0,0,,Betty,MT,Bronze,Life Science and Healthcare,7/20/20,,
C562,Client,6.87,0,0,2500,Betty,CA,Bronze,Life Science and Healthcare,8/12/20,,
c571,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,,,
c572,Client,9247,0,0,,Dominic,CA,Bronze,Life Science and Healthcare,8/12/20,,
c573,Former Client,0,0,0,,Chris,CA,Gold,Life Science and Healthcare,,,
c577,Non-Client,,,,,Kate,NV,,Life Science and Healthcare,11/10/20,,
c582,Client,3988,0,0,,Kate,MA,Bronze,Life Science and Healthcare,8/12/20,,
c584,Client,2532,0,0,,Betty,CA,Bronze,Life Science and Healthcare,8/12/20,,
c585,Client,1000,2442,0,5000,Dominic,CA,Silver,Life Science and Healthcare,11/8/20,,
c591,Former Client,0,0,0,5000,Laura,NC,Bronze,Life Science and Healthcare,10/6/20,,
c594,Client,1225,5902,0,1000,Dominic,CA,Bronze,Life Science and Healthcare,8/12/20,,
C601,Former Client,0,0,0,,Chris,OR,,Life Science and Healthcare,,,
c615,Client,2677,0,0,2500,Jeff,CO,Gold,Life Science and Healthcare,8/24/20,,
c617,Client,1408,6039,0,,Kate,MA,Silver,Life Science and Healthcare,6/1/20,,
c622,Non-Client,,,,,,CA,,Life Science and Healthcare,,,
C622,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,,,
c625,Client,9591,0,0,2500,Laura,NJ,Bronze,Life Science and Healthcare,10/12/20,,
c625,Former Client,0,0,0,,Dominic,PA,Bronze,Life Science and Healthcare,8/8/17,,
c631,Client,1265,0,0,1000,Betty,CA,Bronze,Life Science and Healthcare,9/7/20,,
c631,Non-Client,,,,,Kevin,VT,,Life Science and Healthcare,7/23/18,,
c633,Client,1349,0,0,5000,Dominic,CA,Bronze,Life Science and Healthcare,10/28/19,,
c638,Former Client,0,0,0,,Kate,MA,Bronze,Life Science and Healthcare,3/5/19,,
c639,Client,3891,0,0,1500,Kate,MA,Silver,Life Science and Healthcare,8/12/20,,
c643,Non-Client,,,,,Vera,CA,Bronze,Life Science and Healthcare,9/27/18,,
c645,Non-Client,,,,,Dominic,CA,Bronze,Life Science and Healthcare,,,
c657,Non-Client,,,,,Dominic,TX,,Life Science and Healthcare,,,
c658,Client,3506,3398,0,2450,Laura,NC,Silver,Life Science and Healthcare,8/24/20,,
c658,Client,7478,0,0,,Dominic,CA,Bronze,Life Science and Healthcare,8/12/20,,
c663,Client,1795,5357,0,6750,Kate,MA,Silver,Life Science and Healthcare,7/13/20,,
c665,Client,6042,0,0,1500,Kate,MA,Silver,Life Science and Healthcare,9/8/20,,
C665,Former Client,0,0,0,,Laura,NJ,Bronze,Life Science and Healthcare,,,
C669,Client,7915,0,0,5000,Kate,MA,Silver,Life Science and Healthcare,10/27/20,,
c669,Client,5194,0,2224,2224,Kevin,MA,Bronze,Life Science and Healthcare,8/12/20,,
c671,Former Client,0,0,0,,Kate,MA,,Life Science and Healthcare,7/11/17,,
c671,Former Client,0,0,0,,Kevin,MA,Gold,Life Science and Healthcare,4/10/17,,
C672,Former Client,0,0,0,,Betty,WI,,Life Science and Healthcare,,,
c677,Client,2482,0,0,,Dominic,CA,Bronze,Life Science and Healthcare,8/12/20,,
C683,Client,0,0,1882,2200,Peter,FL,Gold,Sponsor Finance - Life Sci,,,
c686,Client,7623,4049,5474,2093,Kevin,NY,Gold,Life Science and Healthcare,9/13/20,,
c689,Client,8290,0,0,,Paul,MO,Bronze,Life Science and Healthcare,8/9/20,,
c690,Client,1389,0,0,,Betty,CA,Bronze,Life Science and Healthcare,8/12/20,,
c690,Client,2780,0,2069,2469,Dominic,AZ,Silver,Life Science and Healthcare,6/16/20,,
c692,Client,2655,2319,0,7500,Dominic,CA,Bronze,Life Science and Healthcare,8/12/20,,
c702,Non-Client,,,,,Betty,,,Life Science and Healthcare,,,
c703,Client,1000,2431,5000,1025,Kevin,TN,Gold,Life Science and Healthcare,10/19/20,,
c703,Non-Client,,,,,Joe,CA,Silver,Life Science and Healthcare,10/23/18,,
c706,Client,1175,0,0,4000,Kate,MA,Silver,Life Science and Healthcare,11/8/20,,
c714,Client,5990,6562,3509,1165,Kate,MA,Gold,Life Science and Healthcare,7/12/20,,
c721,Client,2121,0,0,,Laura,VA,Bronze,Life Science and Healthcare,11/5/20,,
C723,Client,1629,0,2083,2083,Dominic,CA,Bronze,Life Science and Healthcare,8/12/20,,
c724,Client,6673,0,0,,Laura,DE,Bronze,Life Science and Healthcare,4/14/20,,
C737,Non-Client,,,,,Laura,VA,,Life Science and Healthcare,,,
c742,Non-Client,0,0,0,,,MN,,Life Science and Healthcare,,,
C744,Non-Client,,,,,,CA,,Life Science and Healthcare,,,
C747,Former Client,0,0,0,,Kate,,Bronze,Life Science and Healthcare,10/29/17,,
C767,Former Client,0,0,0,,Laura,MD,,Life Science and Healthcare,,,
c772,Non-Client,,,,,,CA,,Life Science and Healthcare,,,
c801,Client,6857,0,0,3000,Dominic,CA,Silver,Life Science and Healthcare,10/7/20,,
c803,Client,1004,0,0,,Laura,GA,Silver,Life Science and Healthcare,9/29/20,,
C806,Non-Client,,,,,Kate,DE,,Life Science and Healthcare,,,
c808,Non-Client,,,,,Anne,,,Life Sciences-CAN,,,
c813,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,8/15/20,,
c813,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,,,
c821,Non-Client,,,,,Laura,GA,,Life Science and Healthcare,4/12/20,,
c822,Client,3994,0,0,,Dominic,CA,Bronze,Life Science and Healthcare,8/12/20,,
c824,Client,7426,0,0,,Kate,MA,Bronze,Life Science and Healthcare,5/24/20,,
c827,Client,2231,0,0,6000,Dominic,CA,Bronze,Life Science and Healthcare,8/12/20,,
c831,Client,1180,0,0,3000,Kate,CT,Silver,Life Science and Healthcare,9/21/20,,
c831,Non-Client,,,,,Laura,DC,,Life Science and Healthcare,7/13/20,,
c839,Client,2836,0,0,5000,Kate,MA,Silver,Life Science and Healthcare,,,
c840,Client,1000,1673,0,,Dominic,CA,Silver,Life Science and Healthcare,8/5/20,,
c840,Former Client,0,0,0,,Jeff,MN,,Life Science and Healthcare,,,
C843,Client,2298,0,0,,Kate,MA,Bronze,Life Science and Healthcare,9/23/20,,
c852,Client,0,0,0,,Dominic,CA,Bronze,Life Science and Healthcare,8/31/20,,
c860,Former Client,0,0,0,,Kate,MA,,Life Science and Healthcare,,,
c935,Former Client,0,0,0,,Dominic,TX,,Life Science and Healthcare,,,
c936,Non-Client,,,,,,CA,,Life Science and Healthcare,,,
c955,Non-Client,,,,,,CA,,Life Science and Healthcare,,,
c974,Client,5497,0,0,8500,Betty,CA,Iron,Life Science and Healthcare,2/19/20,,
c975,Former Client,0,0,0,,Laura,DC,,Life Science and Healthcare,,,
D100,Former Client,0,0,0,,Dominic,CA,Gold,Life Science and Healthcare,,,
d102,Former Client,0,0,0,,Kate,MA,Silver,Life Science and Healthcare,,,
d102,Non-Client,,,,,,CT,,Life Science and Healthcare,,,
d104,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,,,
d105,Former Client,0,0,0,,Chris,OH,Bronze,Life Science and Healthcare,,,
d106,Former Client,0,0,0,,Betty,CA,Gold,Life Science and Healthcare,5/8/17,,
d106,Non-Client,,,,,,CA,,Life Science and Healthcare,,,
d106,Non-Client,,,,,,TX,,Life Science and Healthcare,,,
d107,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,4/12/20,,
D107,Non-Client,,,,,,NY,,Life Science and Healthcare,,,
d108,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,,,
d108,Non-Client,,,,,,MI,,Life Science and Healthcare,,,
d108,Non-Client,,,,,,IL,,Life Science and Healthcare,,,
d109,Former Client,0,0,0,,Dominic,CO,,Life Science and Healthcare,,,
d109,Non-Client,,,,,,MN,,Life Science and Healthcare,,,
d113,Non-Client,,,,,Dominic,CA,,Life Science and Healthcare,,,
d116,Non-Client,,,,,Laura,MD,,Life Science and Healthcare,,,
d117,Non-Client,,,,,,CA,,Life Science and Healthcare,,,
d120,Former Client,0,0,0,,Dominic,CA,,Life Science and Healthcare,,,
d120,Former Client,0,0,0,,Chris,CA,Silver,Life Science and Healthcare,,,
d120,Former Client,0,0,0,,Chris,CA,,Life Science and Healthcare,,,
d121,Non-Client,,,,,,IL,,Life Science and Healthcare,,,
d122,Non-Client,,,,,,CA,,Life Science and Healthcare,,,
d132,Non-Client,,,,,,CT,,Life Science and Healthcare,,,
d143,Non-Client,,,,,Betty,CA,,Life Science and Healthcare,8/18/19,,
d148,Non-Client,,,,,Kate,MA,,Life Science and Healthcare,,,
d149,Non-Client,,,,,,WI,,Life Science and Healthcare,,,
d149,Non-Client,,,,,Kate,MA,,Life Science and Healthcare,,,
d151,Former Client,0,0,0,,Dominic,CA,Bronze,Life Science and Healthcare,5/28/14,,
d155,Former Client,0,0,0,,Kate,MA,Silver,Life Science and Healthcare,,,
d155,Former Client,0,0,0,,Dominic,TX,Gold,Life Science and Healthcare,,,
